session_id,user_id,track_id,session_intent,intent_encoded,mood_pre,mood_post,delta_mood,efficacy_rating,efficacy_label,tempo_bpm,energy,valence,acousticness,instrumentalness,speechiness,loudness_db,user_mean_mood,mood_pre_centered
sess_02331,user_0265,track_0171,anxiety_relief,1,48.2,49.2,0.97,5,0,118.4,0.467,0.555,0.365,0.184,0.427,-18.2,37.019999999999996,11.180000000000007
sess_02332,user_0023,track_2565,grief_processing,2,25.5,30.5,4.99,6,0,76.8,0.309,0.515,0.411,0.696,0.048,-20.0,21.095,4.405000000000001
sess_02333,user_0377,track_3973,deep_focus,3,53.7,56.2,2.47,7,1,156.0,0.515,0.311,0.687,0.281,0.089,-8.1,55.8875,-2.1875
sess_02334,user_0346,track_2360,mood_uplift,4,11.9,14.3,2.35,6,0,152.1,0.824,0.762,0.544,0.155,0.075,-18.8,26.113333333333333,-14.213333333333333
sess_02335,user_0496,track_3112,sleep_induction,0,33.4,27.2,-6.23,4,-1,153.5,0.35,0.839,0.593,0.258,0.156,-16.7,49.15294117647059,-15.752941176470593
sess_02336,user_0044,track_2863,anxiety_relief,1,20.2,22.1,1.91,5,0,196.8,0.406,0.425,0.56,0.53,0.193,-16.8,27.15416666666667,-6.954166666666669
sess_02337,user_0180,track_4046,grief_processing,2,45.0,44.5,-0.47,5,0,100.0,0.382,0.663,0.44,0.36,0.125,-12.1,38.857142857142854,6.142857142857146
sess_02338,user_0039,track_3174,deep_focus,3,57.8,59.1,1.32,5,0,128.3,0.158,0.797,0.655,0.434,0.228,-26.3,59.378571428571426,-1.5785714285714292
sess_02339,user_0166,track_4039,mood_uplift,4,31.5,35.0,3.51,7,1,99.8,0.281,0.831,0.583,0.221,0.075,-18.6,30.021052631578947,1.4789473684210535
sess_02340,user_0246,track_1820,sleep_induction,0,41.7,53.2,11.53,8,1,41.8,0.458,0.373,0.222,0.427,0.401,-15.4,48.89090909090908,-7.190909090909081
sess_02341,user_0265,track_3403,anxiety_relief,1,41.4,46.5,5.07,8,1,136.6,0.526,0.389,0.392,0.035,0.493,-12.2,37.019999999999996,4.380000000000003
sess_02342,user_0353,track_0591,grief_processing,2,36.2,39.7,3.44,4,0,112.5,0.145,0.639,0.314,0.084,0.149,-18.3,47.64666666666667,-11.446666666666665
sess_02343,user_0396,track_2488,deep_focus,3,9.3,13.5,4.24,8,1,146.3,0.522,0.631,0.058,0.358,0.062,-17.2,11.86923076923077,-2.569230769230769
sess_02344,user_0047,track_3279,mood_uplift,4,15.9,10.2,-5.72,4,-1,93.0,0.695,0.403,0.165,0.026,0.376,-17.0,19.253333333333334,-3.3533333333333335
sess_02345,user_0230,track_2085,sleep_induction,0,5.0,6.4,1.42,5,0,128.3,0.544,0.307,0.292,0.159,0.152,-21.2,27.36470588235294,-22.36470588235294
sess_02346,user_0237,track_2497,anxiety_relief,1,11.4,12.5,1.15,6,0,40.0,0.6,0.42,0.419,0.218,0.454,-21.0,17.10952380952381,-5.7095238095238106
sess_02347,user_0253,track_3382,grief_processing,2,21.1,34.5,13.43,8,1,161.4,0.659,0.048,0.82,0.248,0.217,-14.6,12.913636363636364,8.186363636363637
sess_02348,user_0171,track_3085,deep_focus,3,15.7,17.0,1.26,7,1,127.2,0.268,0.709,0.217,0.002,0.056,-2.5,23.66111111111111,-7.961111111111112
sess_02349,user_0119,track_4359,mood_uplift,4,35.3,36.4,1.14,3,-1,163.6,0.352,0.35,0.923,0.016,0.231,-24.9,38.64375,-3.34375
sess_02350,user_0465,track_4987,sleep_induction,0,16.7,17.7,1.04,5,0,113.3,0.857,0.332,0.405,0.445,0.142,-12.3,14.263636363636364,2.4363636363636356
sess_02351,user_0144,track_2545,anxiety_relief,1,20.5,23.8,3.24,5,0,90.4,0.526,0.243,0.266,0.428,0.055,-17.1,18.955000000000002,1.5449999999999982
sess_02352,user_0133,track_1754,grief_processing,2,47.7,51.7,4.03,5,0,138.0,0.308,0.614,0.55,0.233,0.249,-9.8,41.00833333333333,6.69166666666667
sess_02353,user_0410,track_0951,deep_focus,3,77.6,83.9,6.33,6,1,118.6,0.21,0.797,0.449,0.49,0.122,-17.8,54.93333333333334,22.666666666666657
sess_02354,user_0158,track_4456,mood_uplift,4,65.5,66.5,0.95,4,0,86.3,0.617,0.466,0.321,0.246,0.059,-16.0,52.23809523809524,13.26190476190476
sess_02355,user_0395,track_3048,sleep_induction,0,27.0,20.8,-6.23,3,-1,131.7,0.675,0.427,0.451,0.684,0.042,-10.2,13.114285714285714,13.885714285714286
sess_02356,user_0295,track_0776,anxiety_relief,1,5.0,10.6,5.59,6,1,72.2,0.496,0.732,0.345,0.161,0.055,-15.0,16.27777777777778,-11.277777777777779
sess_02357,user_0147,track_2684,grief_processing,2,32.8,37.5,4.67,6,0,60.4,0.194,0.682,0.495,0.746,0.02,-9.7,48.1,-15.300000000000004
sess_02358,user_0030,track_1212,deep_focus,3,40.4,44.1,3.68,6,0,99.4,0.344,0.627,0.6,0.193,0.224,-16.7,52.120000000000005,-11.720000000000006
sess_02359,user_0173,track_2471,mood_uplift,4,29.3,34.7,5.39,5,1,92.0,0.719,0.38,0.573,0.275,0.121,-14.7,36.3125,-7.012499999999999
sess_02360,user_0444,track_1045,sleep_induction,0,41.9,45.1,3.18,4,0,79.2,0.607,0.017,0.431,0.441,0.02,-20.7,31.69545454545454,10.204545454545457
sess_02361,user_0068,track_2543,anxiety_relief,1,49.0,51.8,2.86,6,0,128.6,0.36,0.447,0.091,0.708,0.02,-10.0,46.90833333333333,2.0916666666666686
sess_02362,user_0484,track_3299,grief_processing,2,5.0,9.3,4.28,6,0,109.5,0.569,0.668,0.733,0.124,0.266,-12.4,13.966666666666667,-8.966666666666667
sess_02363,user_0137,track_3732,deep_focus,3,5.0,7.3,2.34,5,0,190.4,0.821,0.612,0.31,0.545,0.215,-14.6,22.089473684210525,-17.089473684210525
sess_02364,user_0197,track_2958,mood_uplift,4,42.4,34.8,-7.6,5,-1,110.5,0.549,0.314,0.203,0.478,0.226,-7.5,22.5,19.9
sess_02365,user_0471,track_2941,sleep_induction,0,41.3,41.0,-0.31,6,0,143.0,0.125,0.45,0.375,0.125,0.079,-13.0,55.69285714285714,-14.392857142857146
sess_02366,user_0098,track_1398,anxiety_relief,1,42.4,46.8,4.42,6,0,122.3,0.494,0.809,0.431,0.099,0.068,-11.8,46.57647058823529,-4.17647058823529
sess_02367,user_0127,track_1023,grief_processing,2,19.9,29.1,9.21,7,1,123.5,0.581,0.472,0.7,0.507,0.2,-8.6,14.520000000000001,5.379999999999997
sess_02368,user_0157,track_1361,deep_focus,3,71.8,69.4,-2.37,4,0,132.5,0.713,0.398,0.376,0.235,0.052,-18.4,83.22941176470589,-11.42941176470589
sess_02369,user_0113,track_0701,mood_uplift,4,39.7,36.8,-2.9,4,0,97.6,0.159,0.403,0.073,0.16,0.024,-6.5,35.15,4.550000000000004
sess_02370,user_0156,track_2800,sleep_induction,0,74.1,82.4,8.33,6,1,97.2,0.151,0.237,0.521,0.234,0.02,-5.3,59.3125,14.787499999999994
sess_02371,user_0482,track_3248,anxiety_relief,1,5.0,9.7,4.74,4,0,131.2,0.441,0.53,0.102,0.215,0.044,-20.4,15.071428571428571,-10.071428571428571
sess_02372,user_0460,track_4487,grief_processing,2,8.9,13.4,4.42,9,1,73.5,0.59,0.354,0.684,0.048,0.066,-0.5,11.163636363636364,-2.2636363636363637
sess_02373,user_0221,track_2109,deep_focus,3,38.2,42.3,4.1,6,0,111.3,0.661,0.512,0.188,0.3,0.083,-25.9,16.353333333333335,21.846666666666668
sess_02374,user_0423,track_0754,mood_uplift,4,22.1,30.6,8.51,7,1,158.6,0.072,0.775,0.576,0.037,0.306,-12.1,21.72,0.38000000000000256
sess_02375,user_0314,track_0690,sleep_induction,0,40.6,50.3,9.66,6,1,114.4,0.181,0.697,0.143,0.242,0.173,-20.7,31.831578947368417,8.768421052631584
sess_02376,user_0457,track_4404,anxiety_relief,1,14.3,20.1,5.74,6,1,102.5,0.835,0.635,0.313,0.176,0.068,-11.8,11.589473684210526,2.7105263157894743
sess_02377,user_0488,track_4494,grief_processing,2,56.3,57.0,0.74,6,0,114.7,0.469,0.87,0.475,0.242,0.185,0.0,44.095,12.204999999999998
sess_02378,user_0391,track_0820,deep_focus,3,58.8,59.4,0.66,5,0,90.6,0.69,0.312,0.415,0.069,0.073,-11.5,42.01428571428572,16.785714285714278
sess_02379,user_0430,track_2981,mood_uplift,4,72.3,73.7,1.38,6,0,151.4,0.473,0.411,0.329,0.825,0.08,-20.4,77.0,-4.700000000000003
sess_02380,user_0413,track_1885,sleep_induction,0,29.0,33.7,4.68,7,1,113.0,0.806,0.735,0.727,0.41,0.258,-13.6,44.22222222222222,-15.222222222222221
sess_02381,user_0035,track_2105,anxiety_relief,1,25.0,29.2,4.25,6,0,89.6,0.611,0.312,0.332,0.178,0.094,-8.3,34.91818181818182,-9.918181818181822
sess_02382,user_0445,track_0533,grief_processing,2,53.3,60.7,7.37,6,1,118.6,0.73,0.636,0.628,0.307,0.276,-7.9,40.054545454545455,13.245454545454542
sess_02383,user_0122,track_2833,deep_focus,3,18.6,20.6,2.04,4,0,75.1,0.334,0.763,0.328,0.24,0.086,-5.0,30.625,-12.024999999999999
sess_02384,user_0299,track_0568,mood_uplift,4,55.4,55.5,0.16,6,0,121.5,0.352,0.69,0.301,0.141,0.021,-18.3,58.66842105263158,-3.268421052631581
sess_02385,user_0406,track_3816,sleep_induction,0,37.2,38.2,0.99,5,0,103.1,0.715,0.381,0.465,0.182,0.403,-9.0,41.42631578947368,-4.226315789473681
sess_02386,user_0329,track_4871,anxiety_relief,1,29.0,34.7,5.77,6,1,110.4,0.634,0.347,0.25,0.21,0.189,-19.5,34.695238095238096,-5.695238095238096
sess_02387,user_0029,track_0304,grief_processing,2,5.0,3.9,-1.09,4,0,103.2,0.346,0.653,0.233,0.302,0.111,-10.7,12.038888888888888,-7.038888888888888
sess_02388,user_0036,track_4893,deep_focus,3,40.1,41.0,0.97,6,0,80.0,0.44,0.201,0.235,0.04,0.143,-17.0,36.603571428571435,3.4964285714285666
sess_02389,user_0422,track_3920,mood_uplift,4,14.8,12.7,-2.17,5,0,114.7,0.095,0.43,0.158,0.364,0.363,-10.1,25.26666666666667,-10.466666666666669
sess_02390,user_0473,track_4642,sleep_induction,0,10.2,8.0,-2.17,5,0,131.4,0.806,0.638,0.6,0.152,0.052,-17.3,14.733333333333333,-4.533333333333333
sess_02391,user_0283,track_0228,anxiety_relief,1,5.0,9.8,4.81,4,0,79.4,0.368,0.428,0.501,0.118,0.1,-27.9,10.74736842105263,-5.747368421052631
sess_02392,user_0289,track_4365,grief_processing,2,37.6,41.0,3.41,6,0,134.1,0.245,0.18,0.303,0.235,0.474,-17.6,32.766666666666666,4.833333333333336
sess_02393,user_0485,track_3016,deep_focus,3,23.1,21.5,-1.59,5,0,86.1,0.62,0.603,0.454,0.12,0.026,-6.2,16.33125,6.768750000000001
sess_02394,user_0166,track_4022,mood_uplift,4,31.1,28.0,-3.14,6,0,64.3,0.578,0.432,0.376,0.148,0.055,-21.3,30.021052631578947,1.0789473684210549
sess_02395,user_0076,track_4300,sleep_induction,0,28.8,25.4,-3.39,4,0,91.7,0.788,0.955,0.489,0.457,0.042,-9.3,34.74166666666667,-5.941666666666666
sess_02396,user_0423,track_1717,anxiety_relief,1,12.6,20.9,8.37,8,1,89.1,0.327,0.404,0.844,0.528,0.02,-11.7,21.72,-9.12
sess_02397,user_0294,track_0017,grief_processing,2,25.7,33.6,7.86,6,1,76.2,0.455,0.128,0.501,0.078,0.049,-2.3,22.9625,2.7375000000000007
sess_02398,user_0336,track_0937,deep_focus,3,48.6,52.8,4.17,6,0,102.4,0.238,0.377,0.294,0.358,0.441,-5.7,51.35,-2.75
sess_02399,user_0475,track_1434,mood_uplift,4,26.0,34.3,8.28,5,1,112.1,0.75,0.871,0.355,0.007,0.345,-13.5,25.86923076923077,0.13076923076922853
sess_02400,user_0152,track_1346,sleep_induction,0,81.2,80.7,-0.48,5,0,114.8,0.538,0.769,0.185,0.192,0.085,-11.0,68.065,13.135000000000005
sess_02401,user_0198,track_1096,anxiety_relief,1,5.0,11.7,6.71,6,1,152.4,0.78,0.408,0.181,0.344,0.042,-11.0,14.2625,-9.2625
sess_02402,user_0005,track_2301,grief_processing,2,34.1,40.5,6.37,4,1,78.3,0.354,0.62,0.398,0.451,0.218,-16.3,33.7,0.3999999999999986
sess_02403,user_0055,track_2273,deep_focus,3,35.6,39.0,3.47,5,0,132.3,0.788,0.51,0.526,0.411,0.216,-7.4,58.175000000000004,-22.575000000000003
sess_02404,user_0045,track_1629,mood_uplift,4,52.3,46.2,-6.1,4,-1,137.3,0.844,0.083,0.327,0.094,0.11,-9.4,45.88666666666666,6.413333333333334
sess_02405,user_0079,track_0265,sleep_induction,0,15.0,11.4,-3.66,4,0,135.4,0.512,0.757,0.122,0.03,0.243,-9.3,14.09375,0.90625
sess_02406,user_0315,track_2468,anxiety_relief,1,22.4,25.3,2.96,6,0,124.9,0.814,0.127,0.234,0.04,0.104,-12.1,32.970588235294116,-10.570588235294117
sess_02407,user_0264,track_1834,grief_processing,2,54.3,58.5,4.15,5,0,122.4,0.71,0.41,0.391,0.016,0.468,-18.1,56.36086956521739,-2.060869565217395
sess_02408,user_0024,track_4792,deep_focus,3,14.7,9.8,-4.95,5,0,127.0,0.207,0.711,0.289,0.098,0.259,-17.9,41.423809523809524,-26.723809523809525
sess_02409,user_0223,track_1562,mood_uplift,4,5.0,9.0,4.05,5,0,80.5,0.189,0.825,0.368,0.449,0.021,-21.6,9.053846153846154,-4.053846153846154
sess_02410,user_0142,track_0051,sleep_induction,0,31.7,34.3,2.61,6,0,123.9,0.287,0.75,0.309,0.287,0.021,-12.4,27.605882352941176,4.094117647058823
sess_02411,user_0363,track_2761,anxiety_relief,1,55.9,49.7,-6.21,4,-1,56.5,0.894,0.598,0.663,0.066,0.213,-21.1,49.22,6.68
sess_02412,user_0156,track_2032,grief_processing,2,72.8,77.5,4.77,6,0,124.8,0.605,0.666,0.306,0.552,0.043,-26.5,59.3125,13.487499999999997
sess_02413,user_0128,track_2390,deep_focus,3,63.0,63.6,0.61,2,-1,46.2,0.523,0.706,0.622,0.153,0.28,-15.3,57.82777777777778,5.172222222222217
sess_02414,user_0022,track_3515,mood_uplift,4,26.8,36.2,9.4,7,1,95.9,0.728,0.651,0.547,0.244,0.093,-16.9,45.361111111111114,-18.561111111111114
sess_02415,user_0334,track_1177,sleep_induction,0,49.8,54.1,4.32,6,0,109.5,0.495,0.358,0.08,0.08,0.216,-16.6,44.72666666666667,5.073333333333331
sess_02416,user_0256,track_1331,anxiety_relief,1,52.0,60.7,8.72,6,1,72.8,0.394,0.511,0.303,0.03,0.038,-13.4,27.60909090909091,24.39090909090909
sess_02417,user_0202,track_2381,grief_processing,2,47.6,48.1,0.46,5,0,128.7,0.572,0.24,0.613,0.259,0.088,-6.8,20.673684210526318,26.926315789473684
sess_02418,user_0103,track_0669,deep_focus,3,21.7,20.1,-1.53,5,0,40.0,0.467,0.575,0.522,0.403,0.072,-3.3,32.22105263157895,-10.52105263157895
sess_02419,user_0409,track_0288,mood_uplift,4,18.4,18.6,0.2,4,0,96.2,0.098,0.733,0.217,0.023,0.022,-24.6,17.552941176470586,0.8470588235294123
sess_02420,user_0147,track_3496,sleep_induction,0,61.2,64.2,3.0,4,0,135.1,0.541,0.46,0.301,0.086,0.085,-17.0,48.1,13.100000000000001
sess_02421,user_0327,track_0200,anxiety_relief,1,5.0,10.2,5.16,6,1,115.1,0.887,0.538,0.451,0.012,0.02,-0.5,8.51875,-3.5187500000000007
sess_02422,user_0470,track_1672,grief_processing,2,5.0,8.5,3.5,5,0,109.1,0.309,0.787,0.551,0.526,0.123,-7.7,15.264285714285714,-10.264285714285714
sess_02423,user_0152,track_4494,deep_focus,3,71.1,74.2,3.12,4,0,114.7,0.469,0.87,0.475,0.242,0.185,0.0,68.065,3.0349999999999966
sess_02424,user_0048,track_3035,mood_uplift,4,21.6,27.0,5.43,5,1,119.6,0.521,0.281,0.078,0.078,0.166,-23.8,28.921428571428574,-7.321428571428573
sess_02425,user_0166,track_4369,sleep_induction,0,15.1,17.5,2.47,7,1,127.1,0.318,0.122,0.419,0.696,0.24,-24.3,30.021052631578947,-14.921052631578947
sess_02426,user_0216,track_1839,anxiety_relief,1,30.2,33.8,3.65,6,0,78.0,0.574,0.677,0.146,0.574,0.02,-7.6,34.85909090909091,-4.65909090909091
sess_02427,user_0027,track_3223,grief_processing,2,75.9,80.5,4.61,6,0,49.7,0.702,0.171,0.041,0.338,0.073,-19.7,44.6125,31.28750000000001
sess_02428,user_0111,track_2404,deep_focus,3,21.9,20.6,-1.27,5,0,79.0,0.25,0.674,0.339,0.238,0.156,-27.8,50.23571428571428,-28.335714285714282
sess_02429,user_0431,track_1972,mood_uplift,4,11.3,8.4,-2.95,4,0,108.1,0.528,0.267,0.351,0.665,0.046,-23.8,18.457142857142856,-7.157142857142855
sess_02430,user_0151,track_4887,sleep_induction,0,30.4,20.5,-9.94,4,-1,152.8,0.926,0.782,0.531,0.072,0.304,-9.3,20.01666666666667,10.38333333333333
sess_02431,user_0058,track_1574,anxiety_relief,1,80.2,84.1,3.87,6,0,61.4,0.626,0.58,0.773,0.146,0.322,-17.5,73.08888888888889,7.111111111111114
sess_02432,user_0115,track_2738,grief_processing,2,19.7,16.1,-3.7,4,0,178.7,0.225,0.485,0.263,0.176,0.105,-16.9,19.605263157894736,0.09473684210526301
sess_02433,user_0437,track_2550,deep_focus,3,12.0,19.2,7.19,6,1,54.6,0.094,0.454,0.65,0.943,0.187,-13.4,17.558333333333334,-5.558333333333334
sess_02434,user_0197,track_2015,mood_uplift,4,14.4,9.4,-5.02,4,-1,109.8,0.156,0.302,0.628,0.033,0.151,-14.1,22.5,-8.1
sess_02435,user_0052,track_2649,sleep_induction,0,33.1,23.6,-9.57,3,-1,176.8,0.749,0.809,0.214,0.011,0.568,-9.3,34.973684210526315,-1.8736842105263136
sess_02436,user_0082,track_3861,anxiety_relief,1,51.4,55.4,3.97,5,0,126.4,0.393,0.659,0.426,0.251,0.181,-4.4,47.71052631578947,3.689473684210526
sess_02437,user_0225,track_3823,grief_processing,2,12.1,13.7,1.56,6,0,98.7,0.292,0.139,0.322,0.015,0.047,-16.9,9.20952380952381,2.890476190476189
sess_02438,user_0389,track_2679,deep_focus,3,34.3,41.1,6.78,5,1,118.6,0.293,0.534,0.68,0.711,0.076,-21.6,53.58,-19.28
sess_02439,user_0484,track_3564,mood_uplift,4,5.0,6.3,1.27,5,0,146.4,0.383,0.165,0.233,0.591,0.02,-7.5,13.966666666666667,-8.966666666666667
sess_02440,user_0469,track_4184,sleep_induction,0,37.8,33.7,-4.04,4,0,104.1,0.646,0.359,0.675,0.426,0.126,-32.9,37.025,0.7749999999999986
sess_02441,user_0463,track_1318,anxiety_relief,1,5.0,9.0,3.99,6,0,60.4,0.352,0.583,0.112,0.093,0.022,-10.7,9.425,-4.425000000000001
sess_02442,user_0490,track_3813,grief_processing,2,23.3,20.8,-2.51,3,-1,97.6,0.426,0.95,0.576,0.279,0.067,-12.8,11.73157894736842,11.56842105263158
sess_02443,user_0159,track_1719,deep_focus,3,34.0,32.1,-1.92,6,0,64.8,0.559,0.434,0.389,0.11,0.12,-21.5,42.57222222222222,-8.572222222222223
sess_02444,user_0282,track_1630,mood_uplift,4,45.9,47.4,1.59,5,0,68.4,0.581,0.684,0.694,0.403,0.02,-15.6,36.67058823529412,9.22941176470588
sess_02445,user_0396,track_0407,sleep_induction,0,5.0,7.6,2.65,5,0,129.9,0.312,0.913,0.565,0.285,0.02,-15.7,11.86923076923077,-6.86923076923077
sess_02446,user_0465,track_2517,anxiety_relief,1,5.0,7.3,2.27,4,0,148.1,0.588,0.636,0.492,0.113,0.107,-19.1,14.263636363636364,-9.263636363636364
sess_02447,user_0106,track_0872,grief_processing,2,10.3,13.2,2.95,5,0,126.7,0.097,0.267,0.46,0.21,0.02,-14.8,14.95263157894737,-4.65263157894737
sess_02448,user_0337,track_2261,deep_focus,3,25.7,30.1,4.42,5,0,81.5,0.878,0.892,0.547,0.345,0.067,-19.8,11.743478260869566,13.956521739130434
sess_02449,user_0344,track_1801,mood_uplift,4,37.9,43.3,5.47,6,1,118.3,0.422,0.856,0.422,0.901,0.169,-8.7,45.46111111111111,-7.56111111111111
sess_02450,user_0430,track_2384,sleep_induction,0,82.7,80.8,-1.88,5,0,125.5,0.683,0.362,0.581,0.504,0.678,-21.4,77.0,5.700000000000003
sess_02451,user_0474,track_3203,anxiety_relief,1,40.7,49.7,8.99,7,1,138.1,0.533,0.39,0.661,0.177,0.055,-20.4,39.57647058823529,1.1235294117647143
sess_02452,user_0201,track_2828,grief_processing,2,5.0,0.0,-7.04,4,-1,55.1,0.833,0.672,0.129,0.127,0.366,-12.9,10.376923076923077,-5.376923076923077
sess_02453,user_0335,track_0600,deep_focus,3,47.0,45.2,-1.74,5,0,120.5,0.353,0.36,0.509,0.265,0.103,-19.0,30.6625,16.3375
sess_02454,user_0073,track_0844,mood_uplift,4,70.8,69.3,-1.58,4,0,108.9,0.513,0.563,0.592,0.269,0.065,-23.5,66.55909090909091,4.240909090909085
sess_02455,user_0080,track_2996,sleep_induction,0,23.5,30.5,7.05,5,1,68.7,0.513,0.181,0.091,0.002,0.02,-4.8,28.768181818181816,-5.268181818181816
sess_02456,user_0042,track_1049,anxiety_relief,1,42.1,46.3,4.2,4,0,118.1,0.522,0.609,0.176,0.292,0.15,-15.9,38.46470588235294,3.6352941176470637
sess_02457,user_0314,track_0852,grief_processing,2,35.6,35.7,0.07,6,0,132.3,0.464,0.5,0.35,0.141,0.166,-20.8,31.831578947368417,3.7684210526315844
sess_02458,user_0493,track_3357,deep_focus,3,33.6,33.2,-0.4,5,0,89.3,0.719,0.485,0.486,0.082,0.296,-15.0,37.233333333333334,-3.633333333333333
sess_02459,user_0046,track_4086,mood_uplift,4,62.5,62.5,-0.01,5,0,80.5,0.396,0.754,0.493,0.125,0.02,-16.3,49.152631578947364,13.347368421052636
sess_02460,user_0336,track_0240,sleep_induction,0,55.7,67.3,11.54,8,1,78.7,0.255,0.452,0.771,0.072,0.199,-20.8,51.35,4.350000000000001
sess_02461,user_0229,track_2165,anxiety_relief,1,82.0,86.3,4.27,3,-1,142.4,0.717,0.678,0.436,0.803,0.259,-5.6,66.22307692307692,15.776923076923083
sess_02462,user_0110,track_4568,grief_processing,2,67.7,65.1,-2.67,4,0,124.3,0.74,0.712,0.323,0.114,0.268,-9.3,72.98666666666666,-5.286666666666662
sess_02463,user_0322,track_4510,deep_focus,3,5.0,3.9,-1.12,7,1,97.1,0.504,0.341,0.846,0.135,0.228,-16.0,15.16,-10.16
sess_02464,user_0248,track_1099,mood_uplift,4,42.1,46.2,4.07,6,0,142.3,0.382,0.699,0.313,0.249,0.169,-7.0,33.208333333333336,8.891666666666666
sess_02465,user_0000,track_4196,sleep_induction,0,66.7,63.9,-2.77,4,0,113.5,0.566,0.147,0.2,0.569,0.196,-13.0,61.99411764705883,4.705882352941174
sess_02466,user_0443,track_4168,anxiety_relief,1,71.8,73.4,1.57,4,0,102.2,0.69,0.534,0.048,0.111,0.277,-22.9,47.010000000000005,24.789999999999992
sess_02467,user_0282,track_2511,grief_processing,2,45.3,53.4,8.12,5,1,156.2,0.434,0.239,0.676,0.198,0.118,-8.5,36.67058823529412,8.629411764705878
sess_02468,user_0126,track_3257,deep_focus,3,7.8,13.5,5.69,5,1,154.3,0.724,0.477,0.764,0.552,0.056,-15.3,14.344444444444443,-6.544444444444443
sess_02469,user_0384,track_1584,mood_uplift,4,24.5,17.6,-6.85,5,-1,101.4,0.466,0.432,0.972,0.12,0.201,-20.0,27.455555555555556,-2.9555555555555557
sess_02470,user_0416,track_4491,sleep_induction,0,53.1,59.0,5.86,5,1,77.9,0.748,0.677,0.63,0.172,0.086,-15.6,53.45238095238095,-0.3523809523809476
sess_02471,user_0486,track_3075,anxiety_relief,1,5.0,11.5,6.52,6,1,79.3,0.608,0.204,0.775,0.22,0.02,-23.0,21.616666666666664,-16.616666666666664
sess_02472,user_0180,track_2737,grief_processing,2,42.6,49.1,6.54,7,1,97.9,0.734,0.056,0.347,0.46,0.135,-21.2,38.857142857142854,3.7428571428571473
sess_02473,user_0002,track_4783,deep_focus,3,32.9,37.9,5.02,6,1,114.4,0.364,0.716,0.14,0.275,0.11,-21.0,41.714285714285715,-8.814285714285717
sess_02474,user_0024,track_0507,mood_uplift,4,40.4,48.1,7.68,6,1,118.0,0.624,0.65,0.288,0.41,0.219,-15.6,41.423809523809524,-1.0238095238095255
sess_02475,user_0331,track_3830,sleep_induction,0,36.7,48.8,12.1,6,1,76.0,0.453,0.462,0.06,0.198,0.059,-14.5,19.793333333333333,16.90666666666667
sess_02476,user_0441,track_4927,anxiety_relief,1,50.8,56.3,5.44,8,1,114.7,0.733,0.042,0.491,0.088,0.263,-15.3,56.085,-5.285000000000004
sess_02477,user_0032,track_0184,grief_processing,2,5.0,6.8,1.77,5,0,117.9,0.765,0.512,0.255,0.146,0.166,-18.5,14.153333333333334,-9.153333333333334
sess_02478,user_0297,track_1385,deep_focus,3,5.0,3.9,-1.12,6,0,107.8,0.31,0.175,0.123,0.075,0.053,-26.0,9.364999999999998,-4.364999999999998
sess_02479,user_0234,track_2868,mood_uplift,4,18.9,19.0,0.18,5,0,106.9,0.451,0.411,0.426,0.537,0.369,-26.4,21.013333333333332,-2.1133333333333333
sess_02480,user_0041,track_3399,sleep_induction,0,45.7,45.8,0.03,7,1,90.2,0.805,0.548,0.195,0.215,0.061,-4.9,44.29545454545455,1.404545454545456
sess_02481,user_0007,track_1526,anxiety_relief,1,40.5,42.1,1.67,6,0,141.0,0.811,0.79,0.128,0.303,0.483,-22.6,33.30588235294118,7.1941176470588175
sess_02482,user_0063,track_3436,grief_processing,2,19.5,32.8,13.27,6,1,85.5,0.092,0.663,0.597,0.772,0.185,-22.8,28.205882352941178,-8.705882352941178
sess_02483,user_0464,track_3382,deep_focus,3,23.8,30.4,6.57,6,1,161.4,0.659,0.048,0.82,0.248,0.217,-14.6,29.186363636363637,-5.386363636363637
sess_02484,user_0489,track_1411,mood_uplift,4,45.3,54.0,8.76,5,1,171.9,0.4,0.768,0.704,0.371,0.306,-13.5,44.107692307692304,1.1923076923076934
sess_02485,user_0340,track_2662,sleep_induction,0,31.2,32.8,1.65,4,0,94.6,0.407,0.279,0.562,0.025,0.104,-20.1,29.21578947368421,1.9842105263157883
sess_02486,user_0068,track_3541,anxiety_relief,1,41.7,41.8,0.14,6,0,115.6,0.102,0.207,0.453,0.028,0.317,-18.3,46.90833333333333,-5.208333333333329
sess_02487,user_0452,track_0538,grief_processing,2,37.2,44.3,7.13,7,1,40.0,0.427,0.808,0.489,0.008,0.08,-17.7,48.78125,-11.581249999999997
sess_02488,user_0216,track_0198,deep_focus,3,38.6,42.1,3.46,6,0,104.8,0.199,0.349,0.43,0.245,0.346,-14.6,34.85909090909091,3.740909090909092
sess_02489,user_0476,track_4530,mood_uplift,4,34.8,34.8,0.02,6,0,132.3,0.524,0.444,0.206,0.34,0.09,-1.0,19.53125,15.268749999999997
sess_02490,user_0034,track_4404,sleep_induction,0,54.4,59.0,4.57,5,0,102.5,0.835,0.635,0.313,0.176,0.068,-11.8,53.49375,0.90625
sess_02491,user_0136,track_4068,anxiety_relief,1,40.1,44.1,3.96,5,0,102.2,0.68,0.504,0.389,0.802,0.141,0.0,60.6625,-20.5625
sess_02492,user_0203,track_1856,grief_processing,2,62.6,62.3,-0.32,4,0,99.9,0.665,0.62,0.351,0.22,0.109,-17.5,54.539130434782614,8.060869565217388
